UserId,MovieId,Pred_rating 
1,1172,2.2620877280529403
1,1405,2.4708813381277275
1,2193,2.9198770262015885
1,2968,2.5643275563904697
2,52,3.8414013274123
2,144,3.3840741169508672
2,248,3.700442620327258
2,314,4.226063857971973
2,319,4.150052425876875
2,370,3.2773422016930662
2,371,3.4336520259906926
2,372,3.7285125674465958
2,382,3.8835469831092766
2,405,2.827037201135788
2,485,3.229024915391762
2,537,3.5735088265800985
2,550,4.245224190542245
2,616,3.7612589645870256
2,661,3.1366909535026477
2,720,3.4927550448508815
3,377,3.6358131847241837
3,592,3.4550941847686554
3,595,3.584049904185755
3,736,3.370392991939405
3,1197,3.789770796154441
3,1721,3.4992900438912655
3,2716,3.5104247074527426
3,5349,3.55455878998001
3,8636,3.463558651413414
3,44191,3.833503115820341
3,84236,3.625
4,185,3.8416477492918197
4,356,4.646074134155923
4,357,4.413430478792263
4,364,4.398800027578373
4,410,4.081757456421701
4,435,3.30686471176492
4,440,4.409065062892558
4,442,3.8566207896399103
4,588,4.397247525784503
4,589,4.681680160177557
4,594,4.435416088124751
4,596,4.345249517747853
4,610,4.09249777381004
4,616,4.443395513515837
4,919,4.728397716176645
4,1022,4.230881306192104
4,1028,4.559688885909479
4,1032,4.423385609109638
4,1033,4.226363821865304
4,1282,4.584444191996389
4,1334,3.8009329420936537
4,1372,3.758492765251431
4,1580,4.326080543931998
4,1858,3.3142497007413287
4,1967,4.48236633629505
4,2033,4.259445935906852
4,2078,4.644985217483308
4,2081,4.341754971693501
4,2085,4.218536228436115
4,2087,4.544601338362081
4,2094,3.714387472285037
4,2096,4.55626537687817
4,2102,4.639035479043272
4,2124,4.164998270801183
4,2141,4.305736429084494
4,2454,4.097710833809553
4,3034,4.630805957867329
4,3108,4.427200409757039
4,3255,4.470640463750008
4,3263,4.384604076524675
4,4006,4.387179931218644
5,3,4.243434153965395
5,39,3.9390734100205615
5,104,4.109803193111919
5,788,4.124341302580017
5,1247,3.681328991523326
5,1485,4.457158062569071
5,1544,4.121620478461399
5,1777,3.913512590141873
5,1997,4.148102122899927
5,2770,4.191963477079124
5,4018,4.199449345991587
5,4025,4.786827148374821
5,4447,4.3009575871592265
5,4718,4.333803740579324
5,5266,4.1993390079675725
5,5995,3.5645467118973526
5,6373,4.255617265521489
5,8376,3.944248605042138
5,30749,3.5926519456989783
5,33679,3.8888085926347706
6,173,3.2697653059773764
6,1687,2.8134249657126995
6,2019,3.8728988847380608
6,2072,2.7988822227052683
6,2528,3.574564190217414
6,2723,3.1470071435352276
6,3300,3.2111734181161915
6,4641,3.395363399963093
6,4975,2.69252204338877
7,260,4.127089523031951
7,316,3.2587821802110506
7,377,3.478442623214677
7,380,3.4031617951584736
7,480,3.487586437770876
7,589,3.8530559609464023
7,1036,3.6884025555405615
7,1129,3.3992715252107417
7,1198,3.8854513292305546
7,1240,3.746899024702377
7,1275,3.6245567383105706
7,1371,3.6207702621188025
7,1372,3.176520679272313
7,1373,2.3890371980018354
7,1374,3.438079143205126
7,1375,3.025810104998719
7,1376,3.3105302312111884
7,1408,3.5591432963829885
8,32,4.152108384318642
8,110,4.199847608443359
8,1219,4.210175366869096
8,1225,4.344765698186729
8,1258,4.077170996998991
8,1358,4.235680506609001
8,1704,4.2076457561977305
8,1961,4.187782597588479
8,2028,4.175370970811739
8,2329,4.202616187468598
8,2791,4.0258112013703995
8,2804,4.096414456495919
8,2918,4.284406258853306
8,3996,4.093528310575476
8,5650,3.889028001503618
8,8873,4.240848249140946
8,8874,4.001702672469787
8,33166,4.318051372187206
8,40583,3.797834344062161
8,40819,4.207999908596184
8,42007,3.891304347826087
8,43556,3.891304347826087
8,43871,2.9489312699614723
8,44004,3.725082927254485
9,1177,4.06397973064311
9,1721,3.7086053414499682
9,2125,4.454941222621629
9,2140,3.881088234821625
9,2391,4.514889242067359
9,2427,3.73451469319982
9,2490,4.108624421356085
9,2539,3.888301988432082
9,2857,3.2907404243940155
10,592,3.6638730546066385
10,1101,3.614291662395284
10,1127,3.835128388249904
10,1210,4.072966862955403
10,1220,4.044291126258048
10,1240,4.033844907433226
10,1291,4.013920218388229
10,2406,3.7612514137146515
10,2410,3.4962882864015605
10,3019,4.2260744338316005
11,50,4.52411173622826
11,778,4.443192350890704
11,923,4.73223737474473
11,1027,4.021766823724982
11,1408,4.123670696299298
11,2762,4.253244044019493
11,5669,3.841146299835966
11,26614,4.189043925500098
12,253,2.965986733870837
12,673,2.1759262859069928
12,736,2.8003982722871834
12,737,1.7034040894107345
12,1032,2.5681551960818703
12,2460,1.47711529785657
12,2668,2.7197368748451303
12,3146,3.8187846354862134
12,3176,2.419368925101235
12,3324,4.0
12,3770,1.5355042966983268
12,3773,3.5287398817998
12,3780,2.8333333333333335
13,47,3.997179858802655
13,296,3.986679324995196
13,527,4.273825741270431
13,587,3.7171401716587193
13,919,3.993188852219557
13,1265,3.8139405271288176
13,2571,3.736142450142601
13,4886,3.9529855217792242
13,4993,3.8791227281896017
13,58559,4.166034855300175
13,64614,3.8056333708671684
14,2394,2.612108134107977
14,2724,2.7642910984052667
14,3114,3.0251433214724135
14,3157,2.9140609841672154
15,371,2.596447173216883
15,372,2.3598598765809053
15,429,1.920320642811471
15,520,2.23025115683524
15,913,3.3756339929803056
15,1100,1.6658861640993565
15,1183,2.6179339974399745
15,1283,3.239178527818485
15,1289,3.270288613952419
15,1385,2.4459267388682258
15,1502,0.9743644550843595
15,1689,2.28081674557342
15,1752,2.0519392597602235
15,1754,2.516040584666315
15,1792,2.486581525674137
15,1816,3.01677071383305
15,1836,2.231085873963163
15,1862,1.376936993469238
15,1895,2.3160082660580805
15,2025,3.3644460627895474
15,2269,2.217004592815666
15,2282,2.7107598483555626
15,2334,2.135345979080416
15,2387,2.5156068752097096
15,2406,2.660552620174602
15,2413,2.3160001689725567
15,2539,2.478067660289917
15,2568,1.2045199171949434
15,2717,2.312882175428893
15,2718,2.531414231849006
15,2976,2.826319806212288
15,3146,1.8093251052645458
15,3285,2.246840623168101
15,3316,1.6042012540396118
15,3476,3.3073205502120904
15,3484,1.7752519634536128
15,3552,2.5313901414585867
15,3577,2.7224264705882355
15,3707,1.274852817848185
15,3728,2.865332570105845
15,3755,2.358994130485919
15,3968,1.673519974754523
15,4007,3.364688588395583
15,4019,2.8081873084836926
15,4388,1.5191268106656428
15,4642,3.3425500494102907
15,4823,2.252946073383837
15,4914,3.235583049050846
15,4958,1.816682306022321
15,4992,1.8009012795392234
15,5000,2.7224264705882355
15,5110,2.616320114985102
15,5171,1.551345011590565
15,5291,2.9851435598870104
15,5296,2.7475613768922127
15,5299,2.673118604690637
15,5308,2.4192323375975207
15,5346,2.87084121686458
15,5364,2.943886003414131
15,5620,2.093393936650326
15,5816,2.6649319829504403
15,5959,3.4084306609397723
15,6037,2.7224264705882355
15,6059,2.2037986830610294
15,6155,2.7918915773138337
15,6157,1.476525795128538
15,6188,2.6591317472310347
15,6283,3.067819356551983
15,6287,1.6038472076429806
15,6433,3.9448491376780623
15,6586,2.3159096806025907
15,6754,2.8390025813622914
15,6773,2.8005806514293776
15,6879,2.6439769858525404
15,6885,2.7224264705882355
15,6944,2.8064992481569266
15,7010,3.402436936312987
15,7034,3.2554562468583246
15,7173,1.6234371127885452
15,7325,2.012639837098777
15,7346,2.538237940204949
15,7444,2.1238365827631838
15,7445,2.906094042554799
15,7451,2.5352300950967908
15,8264,3.9921721758753774
15,8464,2.8801600781108494
15,8531,2.7224264705882355
15,8781,2.934729992724409
15,8917,3.6588609898929887
15,26587,3.505976800362391
15,30812,2.9708332553319545
15,30825,2.4430725692337028
15,34150,1.6654724199622017
15,36529,2.991791433862556
15,37386,1.5523271243868626
15,37741,2.509916639046008
15,40583,2.6548425813211494
15,40815,2.7299101057725363
15,44004,2.8236942799162215
15,44555,3.233693912900753
15,44788,3.1349141241163867
15,45447,2.4417461123493363
15,45517,2.3953468388756276
15,45672,1.6231450898830833
15,45720,2.2961819724820205
15,45722,2.246046679144283
15,45728,2.79133816868417
15,46970,2.240415624849345
15,47999,3.2374338513631926
15,48043,2.7898444036632792
15,49286,2.834722162573358
15,50851,3.3056326611429707
