UserId,MovieId,Pred_rating 
1,1172,2.7976911286393156
1,1405,2.2678735549952993
1,2193,2.5984309197281803
1,2968,2.714382441039346
2,52,3.479162821033224
2,144,3.450236568469961
2,248,2.983238652451604
2,314,3.9452272854729813
2,319,3.654368206783438
2,370,3.0581749947211136
2,371,3.2436854726171447
2,372,2.953169948707915
2,382,3.281271801498864
2,405,2.244417113795393
2,485,2.961927494523408
2,537,3.1574630223681908
2,550,3.2483171852907162
2,616,3.5207030315442935
2,661,3.489318098197913
2,720,4.056819396411633
3,377,3.2941816560246764
3,592,3.2019077395192923
3,595,3.5866092768314957
3,736,2.890664547581622
3,1197,4.010069537590365
3,1721,3.190830806026156
3,2716,3.6406429381134373
3,5349,3.3526365948328873
3,8636,3.4747807388066008
3,44191,3.9326765691081746
3,84236,3.5686274509803924
4,185,3.5339973346341083
4,356,4.921234470781812
4,357,4.455890474422084
4,364,4.491267537174586
4,410,3.8276243280140463
4,435,2.8736636027286266
4,440,4.306445339386514
4,442,3.4568357561040273
4,588,4.371190668428881
4,589,4.802334740162209
4,594,4.45839177197962
4,596,4.488136950730343
4,610,3.9170058140655755
4,616,4.184685929897903
4,919,4.922102623320271
4,1022,4.352318706367825
4,1028,4.7352535698418805
4,1032,4.380512921794072
4,1033,4.155389465835242
4,1282,4.629478582477606
4,1334,3.782745574138019
4,1372,3.854088688767476
4,1580,4.380534055588697
4,1858,3.299328629458614
4,1967,4.411045416706877
4,2033,3.7669594799168493
4,2078,4.521869856457052
4,2081,4.401202470556967
4,2085,4.147336928176834
4,2087,4.412023877316642
4,2094,3.687439302791148
4,2096,4.614953252756692
4,2102,5.0
4,2124,4.039690016085721
4,2141,4.247396812447555
4,2454,4.329979635649586
4,3034,4.556901907879833
4,3108,4.235606406881125
4,3255,4.318473547255024
4,3263,4.293510972471289
4,4006,4.649756039268738
5,3,3.638373338815157
5,39,3.4278877610942686
5,104,3.9176958665812833
5,788,3.413997189966068
5,1247,3.7326194585000714
5,1485,3.5198756089010175
5,1544,3.6483972143256125
5,1777,3.5602987621958917
5,1997,3.517203838459153
5,2770,2.9753240158650414
5,4018,3.3148166936620456
5,4025,3.915697283733394
5,4447,3.952935247536729
5,4718,3.5249033112564945
5,5266,3.9709043482354645
5,5995,3.967163145364694
5,6373,3.9284781086645637
5,8376,2.3194050659637213
5,30749,3.807569949822984
5,33679,4.0440357384842684
6,173,2.2529709758583616
6,1687,2.2013488058622777
6,2019,4.203484064333012
6,2072,2.633188940041429
6,2528,2.798373138127501
6,2723,2.6054999299222326
6,3300,4.022215444349991
6,4641,3.4153948209769225
6,4975,2.533050660806291
7,260,4.076464721690201
7,316,2.923779833639202
7,377,3.2290919903846884
7,380,3.166551752560494
7,480,3.4550332482722013
7,589,3.8312194878232475
7,1036,3.758922750827587
7,1129,3.2604951492602794
7,1198,4.038481662105326
7,1240,3.8111222502376663
7,1275,3.3031608875448413
7,1371,2.856014949525729
7,1372,2.932616179430724
7,1373,2.4464340054723124
7,1374,3.5537989791583158
7,1375,3.0001004470353507
7,1376,2.9199799856259148
7,1408,3.2705089575044184
8,32,3.9637766423321317
8,110,3.9407314913652414
8,1219,4.2444004992221895
8,1225,4.300085341769645
8,1258,4.138563186710346
8,1358,3.9730967356269105
8,1704,4.2555294459246795
8,1961,4.0934345654352455
8,2028,4.0124865316924385
8,2329,4.17370212221125
8,2791,3.900553804389677
8,2804,4.158851670706174
8,2918,4.179090684558332
8,3996,4.021885850195236
8,5650,3.7284897578104133
8,8873,3.7246440493703936
8,8874,4.141968678173281
8,33166,4.136978968330958
8,40583,3.795608359808657
8,40819,4.123190276033153
8,42007,3.8663793103448274
8,43556,3.8663793103448274
8,43871,3.0003410588657005
8,44004,3.6443903269466986
9,1177,3.9515014687993633
9,1721,3.273622141650776
9,2125,3.963408438075515
9,2140,3.605672932170471
9,2391,3.982334632407107
9,2427,3.6268214212620205
9,2490,3.7819143051230277
9,2539,3.323707430877107
9,2857,3.684242621357905
10,592,3.653583718582148
10,1101,3.745081082158208
10,1127,3.7670934347658864
10,1210,4.366072370138415
10,1220,4.099026465976326
10,1240,4.232120598325917
10,1291,4.34664510463174
10,2406,4.017656819994343
10,2410,3.519257595284685
10,3019,4.534123004882964
11,50,4.882093645434637
11,778,4.5620397022805435
11,923,4.4593013664780585
11,1027,3.7087037341401157
11,1408,4.379322549999671
